author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303772779/,Москва,sale,flat,5,24,5,182.0,145000000.0,Раменки,Ломоносовский проспект,25к3,Университет,Dominion,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307669150/,Москва,sale,flat,4,4,4,174.1,330000000.0,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал,,,,,,,,
Capital Group,developer,https://www.cian.ru/sale/flat/305787512/,Москва,sale,flat,40,67,2,73.2,84180000.0,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers,,,,,,,,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/303534103/,Москва,sale,flat,16,25,1,34.0,9700000.0,,,7,Потапово,,,,,,,,,
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/308901319/,Москва,sale,flat,59,85,2,90.3,75000000.0,Пресненский,1-й Красногвардейский проезд,21с1,Деловой центр,,,,,,,,,
КРОСТ,developer,https://www.cian.ru/sale/flat/305474557/,Москва,sale,flat,22,28,2,47.9,22081900.0,Хорошево-Мневники, Генерала Глаголева,,Народное Ополчение,CRYSTAL Трилогия,,,,,,,,
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/307103864/,Москва,sale,flat,5,21,3,119.0,112000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,,,,,,,,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/291208107/,Москва,sale,flat,2,9,4,210.6,170000000.0,Арбат,Поварская ,28С2,Арбатская,,,,,,,,,
MR Group,developer,https://www.cian.ru/sale/flat/308088559/,Москва,sale,flat,3,7,1,78.45,196125000.0,Арбат,Крестовоздвиженский переулок,4,Арбатская,LUCE,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306008768/,Москва,sale,flat,22,53,3,153.0,167970000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,,,,,,,,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/300821708/,Москва,sale,flat,11,11,5,179.2,105000000.0,Басманный,Старая Басманная ,10С5,Курская,KAZAKOV Grand Loft,,,,,,,,
PIONEER,developer,https://www.cian.ru/sale/flat/306809960/,Москва,sale,flat,2,22,1,31.4,17903652.0,Марьина роща,Полковая ,1С12,Савёловская,PRIDE,,,,,,,,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297359672/,Москва,sale,flat,7,21,4,137.0,150000000.0,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,,,,,,,,,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298519131/,Москва,sale,flat,6,6,5,319.3,250000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence,,,,,,,,
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551563/,Москва,sale,flat,14,34,2,59.1,23468610.0,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307313081/,Москва,sale,flat,3,14,3,166.3,290000000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,,,,,,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305646078/,Москва,sale,flat,24,24,2,57.4,37480000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд7,Шелепиха,Сердце Столицы,,,,,,,,
Основа,developer,https://www.cian.ru/sale/flat/304303445/,Москва,sale,flat,3,5,2,38.1,17430750.0,Марфино,Ботаническая ,29К1,Владыкино,VERY,,,,,,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302177521/,Москва,sale,flat,3,15,2,58.54,61000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky,,,,,,,,
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/307496200/,Москва,sale,flat,1,10,1,31.0,14500000.0,Раменки,Мичуринский проспект,10К1,Ломоносовский проспект,,,,,,,,,
Пионер,developer,https://www.cian.ru/sale/flat/305778449/,Москва,sale,flat,3,26,1,23.9,22602971.0,Даниловский,,,Павелецкая,Хай Лайф ЖК,,,,,,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305176356/,Москва,sale,flat,3,13,4,93.0,79950000.0,Раменки,Ломоносовский проспект,36,Ломоносовский проспект,Счастье на Ломоносовском,,,,,,,,
Optima Development,developer,https://www.cian.ru/sale/flat/301041605/,Москва,sale,flat,2,41,2,48.0,33762426.0,Хорошевский,Ленинградский проспект,37/2,Петровский Парк,Прайм Парк,,,,,,,,
Sense Development,developer,https://www.cian.ru/sale/flat/298147602/,Москва,sale,flat,7,13,1,58.8,37642247.0,Даниловский, Даниловский Вал,1А,Тульская,Logos,,,,,,,,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/292658316/,Москва,sale,flat,2,21,3,126.0,160000000.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky,,,,,,,,
ID 85529538,homeowner,https://www.cian.ru/sale/flat/308928418/,Москва,sale,flat,14,25,3,96.1,47750000.0,Раменки, Лобачевского,118к2,Аминьевская,Лобачевский,,,,,,,,
КОРТРОС,developer,https://www.cian.ru/sale/flat/305005720/,Москва,sale,flat,20,49,1,40.62,18197760.0,Марьина роща,,,Марьина Роща,Тэйт ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308397529/,Москва,sale,flat,24,40,4,138.0,135000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк,,,,,,,,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303582856/,Москва,sale,flat,4,21,2,56.2,55076000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,,,,,,,,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/308080997/,Москва,sale,flat,2,6,3,118.66,195551680.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,Клубный дом Космо 4/22,,,,,,,,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/280614853/,Москва,sale,flat,3,15,2,58.54,61000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky,,,,,,,,
А101,developer,https://www.cian.ru/sale/flat/306745832/,Москва,sale,flat,6,9,2,39.0,8533337.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК,,,,,,,,
РКС Девелопмент,developer,https://www.cian.ru/sale/flat/301447803/,Москва,sale,flat,2,16,2,55.54,22582564.0,Даниловский,Автозаводская ,24К1,Тульская,Дом на набережной INSIDER,,,,,,,,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/292500097/,Москва,sale,flat,7,21,3,82.0,103000000.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky,,,,,,,,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/295660041/,Москва,sale,flat,14,18,5,220.0,90000000.0,Раменки, Улофа Пальме,1с7,Минская,,,,,,,,,
Имена,developer,https://www.cian.ru/sale/flat/292406291/,Москва,sale,flat,2,14,2,50.8,42316400.0,Дорогомилово,1-й Можайский тупик,8АС1,Киевская,D'ORO MILLE,,,,,,,,
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/306782956/,Москва,sale,flat,2,6,1,39.0,23205000.0,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence,,,,,,,,
СТ Тауэрс,developer,https://www.cian.ru/sale/flat/304149603/,Москва,sale,flat,65,66,3,85.8,84942000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/274844663/,Москва,sale,flat,20,38,5,216.6,130000000.0,Раменки,Мосфильмовская ,70к1,Ломоносовский проспект,Воробьевы Горы,,,,,,,,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/292234053/,Москва,sale,flat,7,30,1,41.9,10688690.0,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/247174958/,Москва,sale,flat,8,53,3,150.0,135000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,,,,,,,,
Sminex,developer,https://www.cian.ru/sale/flat/307689423/,Москва,sale,flat,3,9,1,51.4,58100000.0,Пресненский,Электрический переулок,1с22,Белорусская,Элитный квартал Тишинский бульвар,,,,,,,,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/306350609/,Москва,sale,flat,2,8,-1,235.8,660240000.0,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор,,,,,,,,
Группа Родина,developer,https://www.cian.ru/sale/flat/307275674/,Москва,sale,flat,2,11,3,63.8,31523248.0,Можайский,,,Давыдково,Родина Парк ЖК,,,,,,,,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/292498316/,Москва,sale,flat,19,19,3,79.2,18000000.0,Некрасовка, Маресьева,7к2,Некрасовка,Квартал Некрасовка,,,,,,,,
Донстрой,developer,https://www.cian.ru/sale/flat/304095593/,Москва,sale,flat,15,22,1,37.5,22623750.0,Хорошево-Мневники,Жилой комплекс остров,3,Мнёвники,Остров,,,,,,,,
MR Group,developer,https://www.cian.ru/sale/flat/306477163/,Москва,sale,flat,11,29,2,55.8,21137899.0,Южнопортовый,Волгоградский проспект,32/3к4,Дубровка,Метрополия,,,,,,,,
Romanov Estate,real_estate_agent,https://www.cian.ru/sale/flat/299515958/,Москва,sale,flat,6,6,2,65.8,46999999.0,Даниловский,,,Павелецкая,Опус ЖК,,,,,,,,
Level Group,developer,https://www.cian.ru/sale/flat/308704607/,Москва,sale,flat,3,21,2,39.0,21085765.0,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская,,,,,,,,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/305145360/,Москва,sale,flat,5,27,1,34.9,16984748.0,Щукино,,,Щукинская,Октябрьское Поле ЖК,,,,,,,,
Мечты в квадрате,real_estate_agent,https://www.cian.ru/sale/flat/307875437/,Москва,sale,flat,3,9,4,84.5,52000000.0,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land,,,,,,,,
Стадион Спартак,developer,https://www.cian.ru/sale/flat/292442349/,Москва,sale,flat,3,13,1,47.0,23876000.0,Покровское-Стрешнево,Вивальди кв-л,,Спартак,Клубный Город на Реке Примавера ЖК,,,,,,,,
3SGroup,developer,https://www.cian.ru/sale/flat/304988890/,Москва,sale,flat,3,17,3,65.6,15138253.0,,,,Корниловская,FOREVILLE,,,,,,,,
Мангазея,developer,https://www.cian.ru/sale/flat/308902326/,Москва,sale,flat,17,21,1,48.1,27019838.0,Щукино,Щукинская ,3,Щукинская,Интонация,,,,,,,,
КОРТРОС,developer,https://www.cian.ru/sale/flat/306567987/,Москва,sale,flat,23,26,2,45.3,22061100.0,Останкинский,,,Алексеевская,АйЛав ЖК,,,,,,,,
MR Group,developer,https://www.cian.ru/sale/flat/307788173/,Москва,sale,flat,20,47,1,35.17,19097029.0,Хорошево-Мневники,,,Полежаевская,Джойс ЖК,,,,,,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302282746/,Москва,sale,flat,7,21,4,160.6,168000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,,,,,,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308872984/,Москва,sale,flat,24,36,3,82.4,75000000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк,,,,,,,,
Sminex,developer,https://www.cian.ru/sale/flat/293713709/,Москва,sale,flat,2,14,3,142.1,309370000.0,Якиманка,,,Полянка,Лаврушинский ЖК,,,,,,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304754747/,Москва,sale,flat,2,3,5,311.0,265000000.0,Хамовники,1-й Зачатьевский переулок,6,Кропоткинская,,,,,,,,,
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300824521/,Москва,sale,flat,25,30,3,134.0,68000000.0,Проспект Вернадского,проспект Вернадского,37к1А,Проспект Вернадского,,,,,,,,,
Пионер,developer,https://www.cian.ru/sale/flat/301459890/,Москва,sale,flat,7,18,3,84.9,60621401.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,,,,,,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308709756/,Москва,sale,flat,10,37,4,88.4,72990000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк,,,,,,,,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/298724092/,Москва,sale,flat,18,21,5,190.0,210000000.0,Пресненский,Мантулинская ,9к2,Деловой центр,City Park,,,,,,,,
